Wed Apr 21 19:40:25 2021				
				
				
Number of Points = 2987				
				
Depth (nm)	Load (µN)	Time (s)	Disp. Voltage(V)	Force Voltage(V)
-5.355559	-2.644858	4.049984	0.00131	1.00195
-5.149918	-2.51756	4.059981	0.001265	1.002225
-5.091734	-2.519105	4.069978	0.001252	1.002251
-4.999466	-2.551288	4.079974	0.001232	1.002253
-5.154389	-2.496797	4.089971	0.001266	1.002252
-4.86685	-2.386497	4.099968	0.001203	1.002544
-4.741452	-2.409157	4.109965	0.001175	1.002575
-4.740754	-2.414557	4.119962	0.001175	1.002568
-4.669292	-2.440751	4.129958	0.001159	1.002568
-4.726233	-2.426924	4.139955	0.001171	1.002559
-4.615413	-2.267995	4.149952	0.001147	1.002831
-4.597898	-2.238515	4.159949	0.001143	1.00288
-4.417764	-2.310017	4.169946	0.001103	1.002871
-4.515389	-2.26976	4.179942	0.001125	1.002878
-4.285138	-2.15398	4.189939	0.001074	1.003149
-4.192155	-2.148517	4.199936	0.001054	1.003203
-4.20936	-2.147084	4.209933	0.001057	1.003197
-4.045336	-2.204426	4.21993	0.001021	1.003199
-4.219055	-2.136817	4.229926	0.001059	1.003207
-3.954566	-2.024327	4.239923	0.001001	1.00349
-3.883612	-2.037432	4.24992	0.000985	1.003507
-3.893483	-2.038063	4.259917	0.000987	1.003502
-3.966438	-2.009309	4.269914	0.001003	1.003506
-3.894319	-1.880568	4.27991	0.000987	1.003717
-3.762148	-1.845733	4.289907	0.000958	1.003829
-3.682626	-1.879126	4.299904	0.000941	1.003823
-3.808435	-1.793735	4.309901	0.000968	1.003878
-3.334907	-1.774999	4.319898	0.000864	1.004136
-3.396664	-1.764503	4.329894	0.000878	1.00412
-3.486167	-1.729227	4.339891	0.000897	1.004125
-3.551385	-1.706238	4.349888	0.000911	1.004125
-3.203193	-1.607786	4.359885	0.000835	1.004429
-3.244109	-1.574356	4.369882	0.000844	1.004455
-3.241851	-1.573781	4.379878	0.000843	1.004458
-3.208408	-1.586595	4.389875	0.000835	1.004457
-2.974845	-1.454679	4.399872	0.000784	1.004751
-2.81791	-1.501941	4.409869	0.00075	1.004764
-2.900033	-1.470694	4.419866	0.000768	1.004767
-2.972941	-1.442817	4.429862	0.000783	1.004769
-2.793795	-1.409207	4.439859	0.000744	1.004903
-2.661115	-1.326884	4.449856	0.000715	1.00508
-2.668634	-1.32584	4.459853	0.000716	1.005078
-2.645545	-1.330337	4.46985	0.000711	1.005084
-2.656402	-1.271444	4.479846	0.000713	1.005159
-2.344866	-1.209863	4.489843	0.000645	1.005395
-2.353154	-1.205381	4.49984	0.000647	1.005398
-2.314389	-1.216201	4.509837	0.000638	1.005402
-2.360558	-1.210403	4.519834	0.000648	1.005388
-2.192421	-1.151679	4.52983	0.000611	1.005551
-2.166732	-1.025356	4.539827	0.000605	1.005735
-2.075021	-1.06233	4.549824	0.000585	1.00573
-2.16461	-1.039151	4.559821	0.000604	1.005718
-2.071457	-0.935326	4.569818	0.000584	1.005905
-2.022617	-0.896115	4.579814	0.000573	1.005983
-1.951719	-0.914915	4.589811	0.000557	1.005992
-1.987417	-0.757499	4.599808	0.000565	1.006189
-1.765218	-0.753882	4.609805	0.000516	1.006303
-1.859542	-0.724291	4.619802	0.000537	1.006297
-1.662094	-0.680358	4.629798	0.000493	1.006454
-1.558485	-0.612006	4.639795	0.000471	1.006598
-1.608837	-0.591831	4.649792	0.000481	1.006601
-1.66555	-0.488639	4.659789	0.000494	1.006714
-1.291002	-0.467548	4.669786	0.000412	1.006925
-1.271697	-0.475455	4.679782	0.000407	1.006925
-1.194024	-0.500882	4.689779	0.00039	1.006928
-1.187814	-0.455157	4.699776	0.000389	1.006994
-0.982864	-0.358738	4.709773	0.000344	1.007225
-1.107846	-0.311917	4.71977	0.000371	1.007228
-0.987606	-0.357073	4.729766	0.000344	1.007226
-1.025657	-0.310168	4.739763	0.000353	1.007271
-0.801438	-0.188718	4.74976	0.000303	1.007546
-0.828638	-0.175998	4.759757	0.000309	1.00755
-0.727788	-0.212458	4.769754	0.000287	1.00755
-0.842573	-0.118501	4.77975	0.000312	1.007622
-0.626264	-0.026975	4.789747	0.000264	1.007852
-0.581148	-0.049111	4.799744	0.000254	1.007844
-0.579195	-0.045598	4.809741	0.000254	1.007851
-0.387523	0.055052	4.819738	0.000212	1.008081
-0.315233	0.099969	4.829734	0.000196	1.008177
-0.229372	0.075869	4.839731	0.000177	1.008187
-0.190238	0.05565	4.849728	0.000168	1.008179
-0.236574	0.112652	4.859725	0.000178	1.008234
-0.233095	0.299035	4.869722	0.000177	1.008489
0	0.324875	4.879718	0.000126	1.008638
1.127099	0.959496	4.884723	-0.00012	1.010046
2.686265	2.454357	4.889728	-0.000461	1.012824
5.492924	4.487293	4.894733	-0.001075	1.01692
8.580549	7.294197	4.899738	-0.00175	1.02217
12.376998	10.658573	4.904742	-0.002579	1.028471
16.011917	14.820782	4.909747	-0.003374	1.03571
20.41312	19.385583	4.914752	-0.004336	1.043784
24.618574	24.620608	4.919757	-0.005255	1.052573
29.47323	30.199471	4.924762	-0.006316	1.062029
34.504512	36.20749	4.929766	-0.007416	1.072026
39.752409	42.627722	4.934771	-0.008563	1.082547
45.178655	49.400904	4.939776	-0.009749	1.093483
50.885875	56.480285	4.944781	-0.010997	1.104811
56.406972	63.93762	4.949786	-0.012204	1.116401
62.21867	71.649074	4.95479	-0.013474	1.128302
67.838992	79.701374	4.959795	-0.014703	1.140401
73.308822	88.024272	4.9648	-0.015898	1.152626
78.575897	96.625667	4.969805	-0.01705	1.164961
83.614583	105.481588	4.97481	-0.018151	1.177363
88.794124	114.390666	4.979814	-0.019283	1.189752
93.945787	123.468932	4.984819	-0.02041	1.20219
98.757246	132.740333	4.989824	-0.021461	1.214579
103.858038	142.009282	4.994829	-0.022577	1.22695
108.780095	151.372883	4.999834	-0.023653	1.239229
113.930781	160.754672	5.004838	-0.024779	1.251492
118.661506	170.29138	5.009843	-0.025813	1.26364
123.170398	179.925856	5.014848	-0.026799	1.27569
127.83705	189.534932	5.019853	-0.027819	1.287656
132.273383	199.24995	5.024858	-0.028789	1.299535
136.594595	209.053621	5.029862	-0.029733	1.311353
140.789959	218.775176	5.034867	-0.030651	1.322933
145.355969	228.352494	5.039872	-0.031649	1.334396
149.548801	238.064242	5.044877	-0.032566	1.345761
153.611642	247.765493	5.049882	-0.033454	1.356973
157.587901	257.512383	5.054886	-0.034323	1.368105
161.731054	267.152549	5.059891	-0.035229	1.379097
165.69967	276.83065	5.064896	-0.036097	1.389978
169.318472	286.58377	5.069901	-0.036888	1.400725
173.121286	296.257646	5.074906	-0.03772	1.411374
176.816401	305.909412	5.07991	-0.038528	1.421884
180.172975	315.648972	5.084915	-0.039262	1.432286
183.300521	325.407216	5.08992	-0.039945	1.442554
186.795522	335.003639	5.094925	-0.04071	1.452715
189.813977	344.724851	5.09993	-0.04137	1.462766
192.923825	354.346152	5.104934	-0.04205	1.472684
196.033813	363.937918	5.109939	-0.04273	1.482506
199.283442	373.45891	5.114944	-0.043441	1.492242
202.213532	383.040596	5.119949	-0.044081	1.501868
205.11398	392.601406	5.124954	-0.044716	1.511403
207.81094	402.176536	5.129958	-0.045305	1.520827
210.618033	411.71121	5.134963	-0.045919	1.530188
213.516962	421.168323	5.139968	-0.046553	1.539452
216.015194	430.730614	5.144973	-0.0471	1.548629
218.710734	440.153126	5.149978	-0.047689	1.557688
221.549798	449.568278	5.154982	-0.04831	1.56673
224.085111	459.016818	5.159987	-0.048865	1.575657
226.867928	468.383998	5.164992	-0.049473	1.584537
229.454642	477.78212	5.169997	-0.050039	1.593334
232.208214	487.144507	5.175002	-0.050641	1.6021
234.572056	496.59204	5.180006	-0.051158	1.610776
237.193157	505.95129	5.185011	-0.051731	1.619404
239.465114	515.393905	5.190016	-0.052228	1.627955
241.676128	524.818649	5.195021	-0.052712	1.636428
244.043407	534.159876	5.200026	-0.05323	1.644832
246.403165	543.492007	5.20503	-0.053746	1.653182
248.489171	552.881334	5.210035	-0.054202	1.661459
250.961097	562.152316	5.21504	-0.054743	1.669706
252.957007	571.52526	5.220045	-0.055179	1.677862
254.913083	580.931057	5.22505	-0.055607	1.685993
257.587159	590.070404	5.230054	-0.056192	1.694067
259.723542	599.397605	5.235059	-0.056659	1.702105
262.040257	608.621603	5.240064	-0.057166	1.710071
264.230962	617.910755	5.245069	-0.057645	1.718017
266.286269	627.210425	5.250074	-0.058095	1.725897
268.349519	636.52916	5.255078	-0.058546	1.733758
270.347367	645.804345	5.260083	-0.058983	1.741531
272.564273	655.023795	5.265088	-0.059468	1.749283
274.691342	664.259722	5.270093	-0.059934	1.756989
276.585081	673.595312	5.275098	-0.060348	1.764677
278.690722	682.818267	5.280102	-0.060809	1.772299
280.790267	692.045676	5.285107	-0.061268	1.779889
282.654352	701.305417	5.290112	-0.061676	1.787411
284.501064	710.589357	5.295117	-0.06208	1.794914
286.446393	719.822445	5.300122	-0.062505	1.802372
288.353834	729.071394	5.305126	-0.062923	1.8098
290.418723	738.234677	5.310131	-0.063374	1.817173
292.218266	747.508349	5.315136	-0.063768	1.824532
293.923497	756.74557	5.320141	-0.064141	1.831809
295.99477	765.907617	5.325146	-0.064594	1.839092
297.899877	775.10799	5.33015	-0.065011	1.846333
299.8616	784.299227	5.335155	-0.06544	1.853552
301.718195	793.51008	5.34016	-0.065846	1.860731
303.557058	802.748024	5.345165	-0.066249	1.867897
305.492785	811.881304	5.35017	-0.066672	1.874983
307.224062	821.147549	5.355174	-0.067051	1.882087
309.101585	830.307044	5.360179	-0.067462	1.889123
311.0171	839.482672	5.365184	-0.067881	1.896153
312.826259	848.672023	5.370189	-0.068276	1.90314
314.751715	857.815463	5.375194	-0.068698	1.910096
316.506961	867.01093	5.380198	-0.069082	1.917023
318.244986	876.24669	5.385203	-0.069462	1.923948
319.852685	885.472403	5.390208	-0.069814	1.930811
321.939333	894.560402	5.395213	-0.07027	1.937663
323.299992	903.896047	5.400218	-0.070568	1.944496
325.072955	913.016184	5.405222	-0.070956	1.951249
326.974376	922.120312	5.410227	-0.071372	1.957997
328.823975	931.258761	5.415232	-0.071777	1.964732
330.391807	940.463869	5.420237	-0.07212	1.971426
332.115512	949.640966	5.425242	-0.072497	1.978113
333.913661	958.747171	5.430246	-0.07289	1.984744
335.362179	968.015068	5.435251	-0.073207	1.991385
337.177719	977.117656	5.440256	-0.073604	1.997973
338.816774	986.275726	5.445261	-0.073963	2.004537
340.526646	995.414466	5.450266	-0.074337	2.011081
342.297503	1004.578737	5.45527	-0.074725	2.017634
343.815509	1013.772774	5.460275	-0.075057	2.02413
345.276946	1022.967002	5.46528	-0.075377	2.030592
347.214971	1031.997981	5.470285	-0.075801	2.037029
348.960807	1041.134561	5.47529	-0.076183	2.043473
350.536307	1050.289207	5.480294	-0.076527	2.049871
352.231396	1059.448408	5.485299	-0.076898	2.056277
353.621168	1068.659802	5.490304	-0.077202	2.062632
355.288158	1077.784842	5.495309	-0.077567	2.068969
356.929186	1086.903195	5.500314	-0.077926	2.075277
358.477625	1096.077403	5.505318	-0.078265	2.081581
360.023122	1105.224975	5.510323	-0.078603	2.087848
361.413166	1114.417433	5.515328	-0.078908	2.094093
363.018096	1123.534252	5.520333	-0.079259	2.100314
364.519081	1132.668105	5.525338	-0.079587	2.106506
366.028976	1141.793831	5.530342	-0.079918	2.112675
367.569721	1150.926997	5.535347	-0.080255	2.118838
368.912935	1160.089283	5.540352	-0.080549	2.12496
370.383332	1169.243978	5.545357	-0.080871	2.131085
371.976839	1178.323768	5.550362	-0.081219	2.137169
373.467203	1187.433189	5.555366	-0.081545	2.143234
375.087256	1196.506152	5.560371	-0.0819	2.149284
376.284189	1205.730312	5.565376	-0.082162	2.155327
377.660488	1214.892867	5.570381	-0.082463	2.161349
379.309783	1223.978051	5.575386	-0.082824	2.167361
380.738535	1233.072007	5.58039	-0.083137	2.173317
382.166202	1242.236784	5.585395	-0.083449	2.1793
383.705777	1251.3008	5.5904	-0.083786	2.185226
385.163993	1260.414661	5.595405	-0.084105	2.19115
386.567553	1269.559326	5.60041	-0.084412	2.197066
387.976387	1278.679087	5.605414	-0.084721	2.202951
389.380533	1287.798149	5.610419	-0.085028	2.208819
390.814141	1296.944461	5.615424	-0.085342	2.214693
392.263439	1306.002343	5.620429	-0.085659	2.220501
393.895479	1315.080239	5.625434	-0.086016	2.22634
395.049406	1324.245563	5.630438	-0.086269	2.232124
396.595271	1333.336072	5.635443	-0.086607	2.237923
397.926592	1342.472695	5.640448	-0.086898	2.243694
399.256395	1351.609937	5.645453	-0.087189	2.249449
400.585709	1360.733999	5.650458	-0.08748	2.255181
402.051154	1369.866423	5.655462	-0.087801	2.260929
403.236429	1379.008599	5.660467	-0.088061	2.266614
404.675813	1388.071608	5.665472	-0.088376	2.272286
405.855599	1397.198318	5.670477	-0.088634	2.277932
407.516007	1406.195956	5.675482	-0.088997	2.283578
408.707307	1415.349835	5.680486	-0.089258	2.289214
410.059301	1424.482325	5.685491	-0.089554	2.294853
411.329234	1433.596439	5.690496	-0.089832	2.300452
412.66539	1442.667168	5.695501	-0.090124	2.306023
413.87398	1451.767624	5.700506	-0.090389	2.311575
415.448782	1460.835783	5.70551	-0.090734	2.317161
416.561056	1469.980678	5.710515	-0.090977	2.322693
417.966727	1479.067522	5.71552	-0.091285	2.328232
419.26917	1488.156612	5.720525	-0.09157	2.33374
420.671799	1497.266543	5.72553	-0.091877	2.339264
421.839801	1506.37782	5.730534	-0.092133	2.344734
423.11139	1515.478277	5.735539	-0.092411	2.350203
424.515233	1524.548126	5.740544	-0.092718	2.355665
425.923809	1533.616668	5.745549	-0.093026	2.361114
427.108281	1542.755867	5.750554	-0.093286	2.36655
428.546998	1551.806871	5.755558	-0.093601	2.371968
429.823943	1560.91686	5.760563	-0.09388	2.377379
430.947565	1570.02379	5.765568	-0.094126	2.382748
432.215178	1579.133695	5.770573	-0.094404	2.388132
433.582007	1588.205227	5.775578	-0.094703	2.393499
434.736882	1597.317077	5.780582	-0.094956	2.398839
436.11925	1606.383798	5.785587	-0.095258	2.404181
437.243046	1615.517058	5.790592	-0.095504	2.409504
438.624785	1624.603811	5.795597	-0.095807	2.414833
439.950006	1633.654329	5.800602	-0.096097	2.42012
441.183469	1642.732801	5.805606	-0.096367	2.425395
442.445105	1651.812277	5.810611	-0.096643	2.430663
443.808804	1660.910669	5.815616	-0.096941	2.435948
444.940283	1670.025483	5.820621	-0.097189	2.44119
446.18486	1679.122915	5.825626	-0.097462	2.44643
447.555316	1688.139864	5.83063	-0.097761	2.451636
448.868874	1697.242846	5.835635	-0.098049	2.456868
449.955438	1706.349336	5.84064	-0.098287	2.462052
451.222433	1715.423613	5.845645	-0.098564	2.467238
452.45076	1724.510351	5.85065	-0.098833	2.472412
453.839872	1733.565009	5.855654	-0.099137	2.477585
455.167501	1742.635839	5.860659	-0.099428	2.482746
456.307946	1751.786799	5.865664	-0.099677	2.487907
457.644155	1760.819406	5.870669	-0.09997	2.493026
458.839567	1769.952203	5.875674	-0.100232	2.498165
459.899165	1779.049194	5.880678	-0.100464	2.503252
461.02069	1788.149581	5.885683	-0.100709	2.508339
462.46558	1797.148007	5.890688	-0.101025	2.513415
463.737885	1806.236408	5.895693	-0.101304	2.5185
464.735908	1815.362007	5.900698	-0.101522	2.523549
465.962534	1824.466618	5.905702	-0.101791	2.528614
467.248427	1833.486105	5.910707	-0.102072	2.533633
468.617314	1842.539614	5.915712	-0.102372	2.538673
469.722053	1851.629958	5.920717	-0.102614	2.543679
470.894298	1860.731927	5.925722	-0.102871	2.548693
472.048109	1869.809692	5.930726	-0.103123	2.55368
473.238076	1878.93075	5.935731	-0.103384	2.558687
474.290178	1888.006881	5.940736	-0.103614	2.563637
475.618394	1897.042548	5.945741	-0.103905	2.5686
476.818237	1906.120186	5.950746	-0.104167	2.573555
477.660347	1915.467863	5.95575	-0.104352	2.578585
479.072775	1924.477339	5.960755	-0.104661	2.583518
480.250615	1933.511928	5.96576	-0.104919	2.588418
481.436721	1942.515925	5.970765	-0.105179	2.593293
482.431311	1951.613826	5.97577	-0.105396	2.598178
483.704434	1960.632018	5.980774	-0.105675	2.603055
485.191163	1969.61338	5.985779	-0.106	2.607937
486.200893	1978.692578	5.990784	-0.106222	2.612786
487.456812	1987.782832	5.995789	-0.106496	2.61767
488.573879	1996.848058	6.000794	-0.106741	2.62251
489.516136	2005.972013	6.005798	-0.106947	2.627343
490.770152	2014.978182	6.010803	-0.107222	2.632156
491.779198	2024.127263	6.015808	-0.107443	2.636995
493.174217	2033.117214	6.020813	-0.107748	2.641802
494.426131	2042.140764	6.025818	-0.108022	2.646595
495.299536	2051.286853	6.030822	-0.108214	2.651385
496.559972	2060.338823	6.035827	-0.10849	2.656176
497.605686	2069.430479	6.040832	-0.108719	2.660946
498.715479	2078.481003	6.045837	-0.108962	2.665696
499.857906	2087.550887	6.050842	-0.109212	2.670452
500.772885	2096.664146	6.055846	-0.109412	2.675188
502.095213	2105.671234	6.060851	-0.109701	2.679921
503.348687	2114.704839	6.065856	-0.109976	2.68465
504.207672	2123.842557	6.070861	-0.110164	2.689363
505.372107	2132.929941	6.075866	-0.110419	2.694088
506.608263	2141.938933	6.08087	-0.11069	2.698776
507.546467	2151.015267	6.085875	-0.110895	2.703444
508.650452	2160.082556	6.09088	-0.111137	2.708125
509.698268	2169.157465	6.095885	-0.111366	2.712793
510.913385	2178.21492	6.10089	-0.111632	2.717468
511.86448	2187.347348	6.105894	-0.111841	2.722133
512.715658	2196.453164	6.110899	-0.112027	2.726763
513.996913	2205.442696	6.115904	-0.112308	2.73139
515.199172	2214.496027	6.120909	-0.112571	2.736028
516.041508	2223.610515	6.125914	-0.112755	2.740636
516.983597	2232.680185	6.130918	-0.112962	2.745229
518.128183	2241.670432	6.135923	-0.113212	2.749804
519.410995	2250.689976	6.140928	-0.113493	2.754405
520.325477	2259.830929	6.145933	-0.113693	2.759005
521.207641	2268.936673	6.150938	-0.113887	2.763576
522.475634	2277.933687	6.155942	-0.114164	2.76814
523.389991	2287.033781	6.160947	-0.114364	2.772696
524.685437	2296.058134	6.165952	-0.114648	2.777262
525.564084	2305.112212	6.170957	-0.11484	2.781776
526.453657	2314.229683	6.175962	-0.115035	2.786315
527.696158	2323.217775	6.180966	-0.115307	2.790832
528.833002	2332.291807	6.185971	-0.115556	2.795369
529.782322	2341.375712	6.190976	-0.115764	2.799877
530.866568	2350.463419	6.195981	-0.116002	2.804398
531.926449	2359.490598	6.200986	-0.116234	2.808879
533.012394	2368.56546	6.20599	-0.116471	2.813379
534.007616	2377.633138	6.210995	-0.116689	2.817856
535.14567	2386.6907	6.216	-0.116939	2.82234
536.150856	2395.71691	6.221005	-0.117159	2.826784
537.309497	2404.753476	6.22601	-0.117412	2.831246
538.326371	2413.832407	6.231014	-0.117635	2.835702
538.976167	2423.024868	6.236019	-0.117777	2.840154
540.180856	2431.983376	6.241024	-0.118041	2.844564
541.194385	2441.04348	6.246029	-0.118263	2.848989
542.448716	2450.037715	6.251034	-0.118538	2.853408
543.62271	2459.101237	6.256038	-0.118795	2.857842
544.385215	2468.210792	6.261043	-0.118962	2.862235
545.498892	2477.26591	6.266048	-0.119206	2.866642
546.177052	2486.397858	6.271053	-0.119354	2.87102
547.34748	2495.432581	6.276058	-0.119611	2.875412
548.219921	2504.487076	6.281062	-0.119802	2.879766
549.481704	2513.50337	6.286067	-0.120078	2.884148
550.229298	2522.607235	6.291072	-0.120242	2.888495
551.378032	2531.620858	6.296077	-0.120493	2.892846
552.648339	2540.655577	6.301082	-0.120771	2.897217
553.338009	2549.831573	6.306086	-0.120923	2.90157
554.509027	2558.820168	6.311091	-0.121179	2.905892
555.419151	2567.874203	6.316096	-0.121378	2.910204
556.428619	2576.925888	6.321101	-0.121599	2.914521
557.53958	2585.939551	6.326106	-0.121843	2.918827
558.486314	2595.003785	6.33111	-0.12205	2.923129
559.514581	2604.042948	6.336115	-0.122275	2.927423
560.615264	2613.099032	6.34112	-0.122516	2.931727
561.452597	2622.226618	6.346125	-0.1227	2.936024
562.541015	2631.215858	6.35113	-0.122938	2.940283
563.61952	2640.213728	6.356134	-0.123174	2.944539
564.523746	2649.293716	6.361139	-0.123372	2.948803
565.541906	2658.409807	6.366144	-0.123595	2.953092
566.266599	2667.49961	6.371149	-0.123754	2.957325
567.626573	2676.468394	6.376154	-0.124052	2.961578
568.411892	2685.584646	6.381158	-0.124224	2.965819
569.522182	2694.605188	6.386163	-0.124467	2.97005
570.630413	2703.651222	6.391168	-0.124709	2.974287
571.601889	2712.680939	6.396173	-0.124922	2.978493
572.674718	2721.709876	6.401178	-0.125157	2.982705
573.644664	2730.797842	6.406182	-0.125369	2.986925
574.628726	2739.849815	6.411187	-0.125585	2.991124
575.528396	2748.936781	6.416192	-0.125782	2.995322
576.330738	2757.997546	6.421197	-0.125958	2.999491
577.610881	2766.96828	6.426202	-0.126238	3.003672
578.480318	2776.082609	6.431206	-0.126429	3.00786
579.715053	2785.051917	6.436211	-0.126699	3.012023
580.478716	2794.177724	6.441216	-0.126866	3.016192
581.487693	2803.22798	6.446221	-0.127087	3.020351
582.747829	2812.217314	6.451226	-0.127363	3.024508
583.755605	2821.244116	6.45623	-0.127584	3.028644
584.776363	2830.324913	6.461235	-0.127807	3.032801
585.627089	2839.456758	6.46624	-0.127994	3.036953
586.519532	2848.515573	6.471245	-0.128189	3.041072
587.803689	2857.502365	6.47625	-0.12847	3.045201
588.790339	2866.565116	6.481254	-0.128686	3.049322
589.651299	2875.653528	6.486259	-0.128875	3.053433
590.763688	2884.667558	6.491264	-0.129118	3.057536
591.857863	2893.672665	6.496269	-0.129358	3.061627
592.955603	2902.713284	6.501274	-0.129598	3.065729
594.024764	2911.771941	6.506278	-0.129833	3.069829
594.968591	2920.857907	6.511283	-0.130039	3.07392
595.967832	2929.920251	6.516288	-0.130258	3.078002
597.004584	2938.953795	6.521293	-0.130485	3.08207
597.965611	2947.989285	6.526298	-0.130696	3.086125
599.071432	2957.029656	6.531302	-0.130938	3.090193
600.059908	2966.111934	6.536307	-0.131154	3.09426
601.002009	2975.127551	6.541312	-0.131361	3.098287
602.371045	2984.106132	6.546317	-0.13166	3.102343
603.338137	2993.178484	6.551322	-0.131872	3.106387
604.451322	3002.230431	6.556326	-0.132116	3.110433
605.36755	3011.35131	6.561331	-0.132316	3.114481
606.440241	3020.397668	6.566336	-0.132551	3.118509
607.664031	3029.396997	6.571341	-0.132819	3.122529
608.758378	3038.437367	6.576346	-0.133059	3.126547
609.689214	3047.5162	6.58135	-0.133263	3.130556
610.902325	3056.558403	6.586355	-0.133528	3.134577
612.005968	3065.550874	6.59136	-0.13377	3.138559
612.901748	3074.663379	6.596365	-0.133966	3.142563
613.824157	3083.683938	6.60137	-0.134168	3.146526
615.062275	3092.706606	6.606374	-0.134439	3.15052
616.159075	3101.759137	6.611379	-0.134679	3.154506
617.016056	3110.868442	6.616384	-0.134867	3.158483
618.076248	3119.90403	6.621389	-0.135099	3.162446
619.21092	3128.901802	6.626394	-0.135348	3.166397
620.045128	3138.02437	6.631398	-0.13553	3.170362
621.051058	3147.128021	6.636403	-0.135751	3.174333
622.094751	3156.060376	6.641408	-0.135979	3.17823
623.021876	3165.161249	6.646413	-0.136182	3.182181
624.068229	3174.183307	6.651418	-0.136411	3.186106
625.214638	3183.213027	6.656422	-0.136662	3.190041
626.152077	3192.319217	6.661427	-0.136868	3.19398
627.135788	3201.341219	6.666432	-0.137083	3.197884
628.088594	3210.407053	6.671437	-0.137292	3.201797
629.236432	3219.431689	6.676442	-0.137543	3.20571
630.047789	3228.50952	6.681446	-0.137721	3.209603
631.138694	3237.567791	6.686451	-0.13796	3.213513
631.953318	3246.607725	6.691456	-0.138138	3.217381
632.926844	3255.659996	6.696461	-0.138352	3.221266
633.786072	3264.698641	6.701466	-0.13854	3.225128
634.812827	3273.71002	6.70647	-0.138765	3.228993
635.821677	3282.721221	6.711475	-0.138986	3.23285
636.874542	3291.779096	6.71648	-0.139216	3.236727
637.790787	3300.815248	6.721485	-0.139417	3.240575
638.79717	3309.883765	6.72649	-0.139637	3.244442
639.698852	3318.955099	6.731494	-0.139835	3.248294
640.777669	3327.957617	6.736499	-0.140071	3.252131
641.75575	3337.001749	6.741504	-0.140285	3.25597
642.695917	3346.08392	6.746509	-0.140491	3.259816
643.434272	3355.169512	6.751514	-0.140653	3.263637
644.386432	3364.116503	6.756518	-0.140861	3.26742
645.561106	3373.133835	6.761523	-0.141119	3.27125
646.584943	3382.221694	6.766528	-0.141343	3.275089
647.485469	3391.271517	6.771533	-0.14154	3.278894
648.136802	3400.371277	6.776538	-0.141683	3.282688
649.006612	3409.407906	6.781542	-0.141873	3.286475
650.125475	3418.424847	6.786547	-0.142118	3.290276
651.199154	3427.439537	6.791552	-0.142354	3.294067
652.125	3436.466873	6.796557	-0.142556	3.297843
652.928554	3445.494647	6.801562	-0.142732	3.301601
653.828495	3454.564599	6.806566	-0.14293	3.305383
654.789427	3463.630722	6.811571	-0.14314	3.309165
655.849179	3472.634039	6.816576	-0.143372	3.312927
656.695096	3481.700324	6.821581	-0.143557	3.316687
657.634379	3490.738933	6.826586	-0.143763	3.320442
658.547049	3499.790715	6.83159	-0.143963	3.324195
659.425147	3508.908747	6.836595	-0.144155	3.327967
660.344479	3517.914164	6.8416	-0.144357	3.331693
661.406509	3526.910184	6.846605	-0.144589	3.335426
662.253011	3535.952784	6.85161	-0.144775	3.33915
663.137592	3545.029861	6.856614	-0.144969	3.342889
664.216413	3554.011464	6.861619	-0.145205	3.346604
665.059203	3563.087401	6.866624	-0.145389	3.350329
666.032013	3572.141022	6.871629	-0.145602	3.354054
667.015992	3581.166721	6.876634	-0.145818	3.357764
668.014706	3590.185368	6.881638	-0.146037	3.361469
668.722608	3599.284615	6.886643	-0.146192	3.365173
669.690921	3608.279869	6.891648	-0.146404	3.368857
670.672072	3617.378967	6.896653	-0.146619	3.372579
671.491796	3626.372658	6.901658	-0.146798	3.376239
672.457957	3635.411293	6.906662	-0.14701	3.379927
673.21672	3644.481424	6.911667	-0.147176	3.383603
674.135463	3653.528768	6.916672	-0.147378	3.387282
675.209507	3662.506534	6.921677	-0.147613	3.390944
676.19531	3671.560482	6.926682	-0.147829	3.394624
677.16334	3680.630287	6.931686	-0.148041	3.398304
677.87518	3689.688743	6.936691	-0.148197	3.40195
678.768165	3698.716785	6.941696	-0.148392	3.405597
679.705612	3707.777373	6.946701	-0.148598	3.409258
680.556395	3716.850275	6.951706	-0.148784	3.412911
681.532801	3725.790064	6.95671	-0.148998	3.41652
682.518201	3734.848425	6.961715	-0.149214	3.420173
683.191455	3743.957689	6.96672	-0.149361	3.42381
684.296713	3752.908859	6.971725	-0.149603	3.427424
684.970373	3761.994576	6.97673	-0.149751	3.431045
685.824729	3771.059843	6.981734	-0.149938	3.434671
686.743831	3780.10006	6.986739	-0.150139	3.43829
687.714196	3789.106547	6.991744	-0.150352	3.441896
688.652454	3798.134397	6.996749	-0.150557	3.445504
689.704432	3807.157103	7.001754	-0.150788	3.449117
690.31021	3816.326216	7.006758	-0.150921	3.45274
691.222814	3825.258241	7.011763	-0.151121	3.456296
692.232332	3834.28493	7.016768	-0.151342	3.459895
693.078651	3843.349962	7.021773	-0.151527	3.463488
693.935069	3852.37738	7.026778	-0.151715	3.467065
694.738121	3861.456182	7.031782	-0.151891	3.470652
695.805419	3870.45494	7.036787	-0.152124	3.474229
696.560069	3879.54869	7.041792	-0.15229	3.47781
697.486011	3888.545523	7.046797	-0.152493	3.481365
698.596167	3897.565505	7.051802	-0.152736	3.484944
699.386181	3906.648019	7.056806	-0.152909	3.488512
700.288087	3915.717938	7.061811	-0.153106	3.492082
