Wed Apr 21 19:40:25 2021				
				
				
Number of Points = 2987				
				
Depth (nm)	Load (µN)	Time (s)	Disp. Voltage(V)	Force Voltage(V)
1061.575109	8538.677041	9.624269	-0.2323	4.970472
1062.187808	8547.623187	9.629274	-0.232435	4.97288
1062.79128	8556.70724	9.634279	-0.232567	4.975323
1063.313891	8565.59213	9.639283	-0.232682	4.977709
1064.017198	8574.673337	9.644288	-0.232836	4.980152
1064.706146	8583.670785	9.649293	-0.232987	4.98257
1065.017605	8592.818129	9.654298	-0.233055	4.985016
1065.546549	8601.736076	9.659303	-0.233171	4.987407
1066.234138	8610.82877	9.664307	-0.233322	4.989847
1066.812278	8619.775208	9.669312	-0.233449	4.992243
1067.554066	8628.887942	9.674317	-0.233611	4.994688
1067.873084	8637.748845	9.679322	-0.233682	4.997052
1068.474928	8646.941692	9.684327	-0.233814	4.999511
1069.132273	8655.894538	9.689331	-0.233958	5.001907
1069.844584	8665.052003	9.694336	-0.234114	5.004357
1070.221921	8673.875214	9.699341	-0.234197	5.006708
1070.647944	8683.045017	9.704346	-0.23429	5.009151
1071.318869	8691.965507	9.709351	-0.234438	5.011534
1071.927603	8701.088376	9.714355	-0.234571	5.013967
1072.431999	8709.958273	9.71936	-0.234682	5.016329
1073.187978	8719.106554	9.724365	-0.234847	5.018771
1073.627959	8728.140114	9.72937	-0.234944	5.021172
1073.993816	8737.207448	9.734375	-0.235024	5.023579
1074.552227	8746.129902	9.739379	-0.235147	5.025952
1075.167043	8755.20344	9.744384	-0.235282	5.028365
1075.701865	8764.196704	9.749389	-0.235399	5.030753
1076.326509	8773.239468	9.754394	-0.235536	5.033156
1076.893939	8782.160292	9.759399	-0.235661	5.035523
1077.369268	8791.261259	9.764403	-0.235765	5.037935
1077.900049	8800.368126	9.769408	-0.235881	5.040348
1078.498629	8809.358652	9.774413	-0.236013	5.042732
1079.144888	8818.381996	9.779418	-0.236154	5.045124
1079.598006	8827.361304	9.784423	-0.236254	5.047498
1080.182744	8836.357497	9.789427	-0.236382	5.049878
1080.641745	8845.389167	9.794432	-0.236483	5.052264
1081.13887	8854.454698	9.799437	-0.236592	5.054658
1081.740141	8863.384343	9.804442	-0.236724	5.057018
1082.545791	8872.425937	9.809447	-0.2369	5.059412
1082.817078	8881.516586	9.814451	-0.23696	5.061804
1083.699004	8890.473878	9.819456	-0.237153	5.064175
1083.997977	8899.546863	9.824461	-0.237219	5.06656
1084.448585	8908.576584	9.829466	-0.237318	5.068936
1085.139594	8917.534967	9.834471	-0.23747	5.071299
1085.532851	8926.677417	9.839475	-0.237556	5.073702
1086.327899	8935.592557	9.84448	-0.23773	5.076054
1086.653665	8944.649383	9.849485	-0.237802	5.078429
1087.20008	8953.717044	9.85449	-0.237922	5.080812
1087.807145	8962.701825	9.859495	-0.238055	5.083174
1088.502893	8971.63315	9.864499	-0.238207	5.085523
1088.90839	8980.741728	9.869504	-0.238297	5.087909
1089.609006	8988.997658	9.874509	-0.23845	5.09008
1090.098506	8993.821804	9.879514	-0.238557	5.09135
1090.240453	8996.491452	9.884519	-0.238589	5.09205
1090.453353	8997.141206	9.889523	-0.238635	5.092224
1090.613272	8998.369081	9.894528	-0.23867	5.092548
1090.627337	8998.431154	9.899533	-0.238673	5.092565
1090.993877	8998.395781	9.904538	-0.238754	5.092565
1091.038412	8998.363741	9.909543	-0.238763	5.092558
1091.437719	8998.351469	9.914547	-0.238851	5.092565
1091.254543	8998.33733	9.919552	-0.238811	5.092557
1091.287451	8998.398724	9.924557	-0.238818	5.092574
1091.748475	8998.321582	9.929562	-0.238919	5.092566
1091.937495	8998.273945	9.934567	-0.23896	5.092558
1092.025597	8998.289095	9.939571	-0.23898	5.092564
1092.185765	8998.291071	9.944576	-0.239015	5.092569
1092.214224	8998.271418	9.949581	-0.239021	5.092565
1092.637742	8998.202811	9.954586	-0.239114	5.092558
1092.418656	8998.252168	9.959591	-0.239066	5.092565
1092.474086	8998.215447	9.964595	-0.239078	5.092557
1092.67382	8998.173933	9.9696	-0.239122	5.092551
1092.887662	8998.140601	9.974605	-0.239169	5.092548
1092.857714	8998.15673	9.97961	-0.239162	5.092552
1092.96278	8998.182175	9.984615	-0.239185	5.092561
1093.015854	8998.313471	9.989619	-0.239197	5.092597
1093.482287	8998.42995	9.994624	-0.239299	5.092639
1093.248929	8998.400429	9.999629	-0.239248	5.092625
1093.451218	8998.532442	10.004634	-0.239292	5.092665
1093.535214	8998.543211	10.009639	-0.239311	5.09267
1093.741109	8998.505881	10.014643	-0.239356	5.092666
1093.717048	8998.554981	10.019648	-0.239351	5.092678
1093.807004	8998.67422	10.024653	-0.23937	5.092711
1094.033435	8998.649228	10.029658	-0.23942	5.09271
1094.152543	8998.565414	10.034663	-0.239446	5.092692
1094.137578	8998.673534	10.039667	-0.239443	5.09272
1094.21558	8998.736438	10.044672	-0.23946	5.092738
1094.433256	8998.7279	10.049677	-0.239508	5.092741
1094.6235	8998.813185	10.054682	-0.239549	5.092769
1094.516139	8998.789082	10.059687	-0.239526	5.092759
1094.42869	8998.772585	10.064691	-0.239507	5.092753
1094.773889	8998.730971	10.069696	-0.239582	5.092751
1094.895324	8998.625351	10.074701	-0.239609	5.092727
1095.118053	8998.799691	10.079706	-0.239658	5.092778
1094.971108	8998.90418	10.084711	-0.239626	5.092801
1095.124135	8998.890099	10.089715	-0.239659	5.092802
1095.043934	8998.79617	10.09472	-0.239642	5.092775
1095.180171	8998.792151	10.099725	-0.239672	5.092778
1095.110355	8999.014809	10.10473	-0.239657	5.092834
1095.44209	8998.87386	10.109735	-0.239729	5.092806
1095.474811	8998.972443	10.114739	-0.239736	5.092832
1095.354781	8998.89806	10.119744	-0.23971	5.09281
1095.637974	8999.025636	10.124749	-0.239772	5.09285
1095.760185	8999.052981	10.129754	-0.239799	5.092861
1095.736265	8998.841974	10.134759	-0.239794	5.092805
1095.947487	8998.961137	10.139763	-0.23984	5.092842
1096.012358	8999.042137	10.144768	-0.239854	5.092864
1096.046179	8999.000375	10.149773	-0.239862	5.092854
1096.1301	8998.941638	10.154778	-0.23988	5.092841
1096.202548	8999.091404	10.159783	-0.239896	5.092882
1096.125842	8998.934793	10.164787	-0.239879	5.092839
1096.259659	8998.975367	10.169792	-0.239909	5.092853
1096.376683	8999.042785	10.174797	-0.239934	5.092874
1096.320669	8999.015961	10.179802	-0.239922	5.092866
1096.284481	8998.973978	10.184807	-0.239914	5.092854
1096.727558	8998.889067	10.189811	-0.240011	5.092843
1096.680893	8998.995559	10.194816	-0.240001	5.09287
1096.665246	8998.944339	10.199821	-0.239998	5.092856
1096.73539	8999.008035	10.204826	-0.240013	5.092874
1096.846375	8998.908247	10.209831	-0.240038	5.092851
1096.908471	8999.023088	10.214835	-0.240051	5.092883
1096.913365	8998.961432	10.21984	-0.240052	5.092867
1096.905204	8998.978986	10.224845	-0.240051	5.092871
1097.128176	8998.836883	10.22985	-0.2401	5.09284
1097.057128	8998.968577	10.234855	-0.240084	5.092872
1097.243467	8998.930808	10.239859	-0.240125	5.092868
1097.231471	8998.931963	10.244864	-0.240122	5.092868
1097.245921	8998.858567	10.249869	-0.240126	5.092849
1097.450268	8998.970035	10.254874	-0.24017	5.092883
1097.332568	8998.85226	10.259879	-0.240145	5.092849
1097.486034	8998.872902	10.264883	-0.240178	5.092859
1097.502273	8998.78734	10.269888	-0.240182	5.092837
1097.49936	8998.907457	10.274893	-0.240181	5.092868
1097.685723	8998.753415	10.279898	-0.240222	5.092833
1097.780063	8998.832686	10.284903	-0.240243	5.092856
1097.596534	8998.798178	10.289907	-0.240203	5.092842
1097.654525	8998.902643	10.294912	-0.240216	5.092871
1097.898568	8998.774023	10.299917	-0.240269	5.092844
1097.992275	8998.89651	10.304922	-0.24029	5.092878
1097.90689	8998.825859	10.309927	-0.240271	5.092858
1097.989706	8998.927854	10.314931	-0.240289	5.092886
1097.925395	8998.864695	10.319936	-0.240275	5.092868
1097.902586	8998.899291	10.324941	-0.24027	5.092877
1098.06759	8998.827686	10.329946	-0.240307	5.092862
1098.051474	8998.890385	10.334951	-0.240303	5.092878
1098.077532	8998.81703	10.339955	-0.240309	5.09286
1098.216257	8998.876301	10.34496	-0.240339	5.092879
1098.103737	8998.750814	10.349965	-0.240315	5.092843
1098.284254	8998.805924	10.35497	-0.240354	5.092862
1098.290142	8998.680635	10.359975	-0.240356	5.09283
1098.44554	8998.865308	10.364979	-0.24039	5.092882
1098.403905	8998.823864	10.369984	-0.240381	5.09287
1098.595607	8998.760389	10.374989	-0.240423	5.092858
1098.541017	8998.756196	10.379994	-0.240411	5.092856
1098.947902	8998.804357	10.384999	-0.2405	5.092879
1098.711527	8998.681607	10.390003	-0.240448	5.092841
1098.83667	8998.782987	10.395008	-0.240476	5.092871
1098.913895	8998.716525	10.400013	-0.240493	5.092855
1098.884198	8998.810544	10.405018	-0.240486	5.092879
1098.697912	8998.725961	10.410023	-0.240446	5.092852
1099.082015	8998.830334	10.415027	-0.24053	5.092889
1098.939388	8998.776165	10.420032	-0.240499	5.092872
1099.015265	8998.746997	10.425037	-0.240515	5.092866
1098.915662	8998.777251	10.430042	-0.240494	5.092871
1099.189146	8998.783553	10.435047	-0.240553	5.09288
1099.276287	8998.695725	10.440051	-0.240573	5.092859
1099.166691	8998.686218	10.445056	-0.240549	5.092854
1099.238206	8998.591554	10.450061	-0.240564	5.092831
1099.160651	8998.663966	10.455066	-0.240547	5.092848
1099.184207	8998.605243	10.460071	-0.240553	5.092833
1099.463573	8998.666101	10.465075	-0.240614	5.092857
1099.458554	8998.607824	10.47008	-0.240613	5.092841
1099.581543	8998.758571	10.475085	-0.24064	5.092884
1099.564212	8998.647577	10.48009	-0.240636	5.092854
1099.57551	8998.702754	10.485095	-0.240639	5.092869
1099.677016	8998.673432	10.490099	-0.240661	5.092864
1099.605084	8998.758471	10.495104	-0.240645	5.092884
1099.671081	8998.573252	10.500109	-0.24066	5.092838
1099.622908	8998.630752	10.505114	-0.240649	5.092852
1099.699493	8998.633879	10.510119	-0.240666	5.092854
1099.651774	8998.654174	10.515123	-0.240656	5.092858
1099.85446	8998.589608	10.520128	-0.2407	5.092847
1099.989158	8998.687645	10.525133	-0.24073	5.092876
1099.933969	8998.551648	10.530138	-0.240718	5.092839
1099.777727	8998.705016	10.535143	-0.240684	5.092875
1099.758971	8998.573784	10.540147	-0.24068	5.09284
1099.901512	8998.746562	10.545152	-0.240711	5.092889
1099.953555	8998.680207	10.550157	-0.240722	5.092873
1099.96317	8998.673218	10.555162	-0.240725	5.092872
1100.176762	8998.547629	10.560167	-0.240771	5.092844
1100.043742	8998.678307	10.565171	-0.240742	5.092875
1100.122498	8998.544561	10.570176	-0.24076	5.092842
1100.196746	8998.62584	10.575181	-0.240776	5.092865
1100.175825	8998.599114	10.580186	-0.240771	5.092858
1100.063168	8998.713381	10.585191	-0.240747	5.092885
1100.324804	8998.580612	10.590195	-0.240804	5.092857
1100.536856	8998.565462	10.5952	-0.240851	5.092858
1100.25401	8998.625941	10.600205	-0.240789	5.092867
1100.527666	8998.665797	10.60521	-0.240849	5.092884
1100.481035	8998.600871	10.610215	-0.240839	5.092866
1100.52815	8998.61892	10.615219	-0.240849	5.092872
1100.529668	8998.462891	10.620224	-0.240849	5.092832
1100.484511	8998.61959	10.625229	-0.24084	5.092871
1100.47645	8998.587987	10.630234	-0.240838	5.092863
1100.732509	8998.65357	10.635239	-0.240894	5.092887
1100.71616	8998.542474	10.640243	-0.240891	5.092857
1100.693166	8998.610657	10.645248	-0.240886	5.092874
1100.710824	8998.569301	10.650253	-0.24089	5.092864
1100.789531	8998.677711	10.655258	-0.240907	5.092894
1100.595823	8998.639409	10.660263	-0.240865	5.092879
1100.975763	8998.577582	10.665267	-0.240948	5.092873
1100.779731	8998.550301	10.670272	-0.240905	5.092861
1100.940149	8998.636193	10.675277	-0.24094	5.092887
1100.778942	8998.617434	10.680282	-0.240905	5.092878
1100.998131	8998.633942	10.685287	-0.240953	5.092888
1101.063951	8998.445138	10.690291	-0.240967	5.092841
1100.732948	8998.631485	10.695296	-0.240895	5.092881
1100.811616	8998.491752	10.700301	-0.240912	5.092847
1101.113483	8998.567164	10.705306	-0.240978	5.092874
1101.054698	8998.550199	10.710311	-0.240966	5.092868
1101.241021	8998.593955	10.715315	-0.241006	5.092884
1101.170269	8998.582975	10.72032	-0.240991	5.09288
1101.299629	8998.584448	10.725325	-0.241019	5.092883
1101.144758	8998.580641	10.73033	-0.240986	5.092878
1101.267413	8998.623541	10.735335	-0.241013	5.092893
1101.273921	8998.522156	10.740339	-0.241014	5.092867
1101.271736	8998.578678	10.745344	-0.241014	5.092881
1101.371372	8998.520773	10.750349	-0.241036	5.092869
1101.400617	8998.59095	10.755354	-0.241042	5.092888
1101.412114	8998.546611	10.760359	-0.241045	5.092877
1101.29778	8998.563944	10.765363	-0.24102	5.092878
1101.319478	8998.417891	10.770368	-0.241025	5.092841
1101.419971	8998.53852	10.775373	-0.241047	5.092875
1101.344133	8998.508866	10.780378	-0.24103	5.092865
1101.434016	8998.546636	10.785383	-0.24105	5.092877
1101.61197	8998.470147	10.790387	-0.241089	5.092862
1101.556379	8998.558358	10.795392	-0.241077	5.092883
1101.506621	8998.503331	10.800397	-0.241066	5.092868
1101.695269	8998.528875	10.805402	-0.241107	5.092879
1101.805362	8998.424374	10.810407	-0.241131	5.092855
1101.655021	8998.543592	10.815411	-0.241099	5.092882
1101.543648	8998.487503	10.820416	-0.241074	5.092865
1101.706035	8998.552824	10.825421	-0.24111	5.092886
1101.686842	8998.374875	10.830426	-0.241106	5.092839
1101.780199	8998.456655	10.835431	-0.241126	5.092863
1101.818244	8998.281401	10.840435	-0.241135	5.092818
1101.966508	8998.414061	10.84544	-0.241167	5.092857
1101.988378	8998.299158	10.850445	-0.241172	5.092827
1101.950997	8998.419124	10.85545	-0.241164	5.092858
1101.653518	8998.421116	10.860455	-0.241099	5.09285
1102.100504	8998.436538	10.865459	-0.241197	5.092866
1102.08656	8998.352771	10.870464	-0.241194	5.092844
1102.047653	8998.513649	10.875469	-0.241185	5.092885
1101.970135	8998.40384	10.880474	-0.241169	5.092854
1102.112789	8998.459137	10.885479	-0.2412	5.092872
1102.000691	8998.457066	10.890483	-0.241175	5.092869
1102.244076	8998.49275	10.895488	-0.241229	5.092884
1102.223972	8998.401204	10.900493	-0.241224	5.09286
1102.102936	8998.441981	10.905498	-0.241198	5.092868
1102.086658	8998.418387	10.910503	-0.241195	5.092861
1102.341479	8998.422962	10.915507	-0.24125	5.092869
1102.21037	8998.378426	10.920512	-0.241222	5.092854
1102.275076	8998.394727	10.925517	-0.241236	5.09286
1102.29068	8998.358369	10.930522	-0.241239	5.092851
1102.283133	8998.431011	10.935527	-0.241238	5.092869
1102.493684	8998.335694	10.940531	-0.241284	5.09285
1102.47641	8998.380532	10.945536	-0.24128	5.092861
1102.365661	8998.331573	10.950541	-0.241256	5.092846
1102.455989	8998.375294	10.955546	-0.241276	5.092859
1102.307995	8998.367204	10.960551	-0.241244	5.092853
1102.705613	8998.321606	10.965555	-0.241331	5.092852
1102.245335	8998.378158	10.97056	-0.24123	5.092855
1102.424969	8998.377028	10.975565	-0.24127	5.092859
1102.393694	8998.328552	10.98057	-0.241263	5.092846
1102.425267	8998.368529	10.985575	-0.24127	5.092857
1102.631703	8998.30599	10.990579	-0.241315	5.092846
1102.706926	8998.421947	10.995584	-0.241332	5.092878
1102.66862	8998.259081	11.000589	-0.241323	5.092835
1102.627933	8998.384173	11.005594	-0.241314	5.092866
1102.60533	8998.286881	11.010599	-0.24131	5.09284
1102.6468	8998.397804	11.015603	-0.241319	5.09287
1102.739834	8998.310584	11.020608	-0.241339	5.09285
1102.786043	8998.389866	11.025613	-0.241349	5.092872
1102.585832	8998.274281	11.030618	-0.241306	5.092837
1102.747493	8998.399619	11.035623	-0.241341	5.092873
1102.757747	8998.323033	11.040627	-0.241343	5.092854
1102.921651	8998.390605	11.045632	-0.241379	5.092876
1102.85885	8998.364446	11.050637	-0.241366	5.092867
1102.988742	8998.382653	11.055642	-0.241394	5.092875
1102.974525	8998.327683	11.060647	-0.241391	5.092861
1102.923666	8998.416625	11.065651	-0.24138	5.092882
1102.969751	8998.227378	11.070656	-0.24139	5.092834
1102.862271	8998.349526	11.075661	-0.241367	5.092863
1102.96496	8998.209795	11.080666	-0.241389	5.09283
1102.936773	8998.345633	11.085671	-0.241383	5.092864
1102.892654	8998.225305	11.090675	-0.241374	5.092832
1102.914216	8998.310636	11.09568	-0.241379	5.092855
1103.091194	8998.19708	11.100685	-0.241417	5.09283
1103.154455	8998.297445	11.10569	-0.241431	5.092858
1103.136741	8998.306362	11.110695	-0.241427	5.092859
1103.181434	8998.377404	11.115699	-0.241437	5.092879
1103.254666	8998.18066	11.120704	-0.241453	5.09283
1103.068777	8998.339383	11.125709	-0.241413	5.092866
1103.145468	8998.260982	11.130714	-0.24143	5.092848
1103.256685	8998.337394	11.135719	-0.241454	5.092871
1103.270332	8998.265265	11.140723	-0.241457	5.092852
1103.08892	8998.357605	11.145728	-0.241418	5.092872
1103.171161	8998.212715	11.150733	-0.241436	5.092836
1103.464631	8998.304561	11.155738	-0.2415	5.092868
1103.246893	8998.308203	11.160743	-0.241452	5.092863
1103.227493	8998.271732	11.165747	-0.241448	5.092853
1103.455975	8998.260949	11.170752	-0.241498	5.092856
1103.576926	8998.333996	11.175757	-0.241525	5.092878
1103.303755	8998.243648	11.180762	-0.241465	5.092848
1103.309243	8998.328182	11.185767	-0.241466	5.09287
1103.42925	8998.216698	11.190771	-0.241493	5.092844
1103.519745	8998.322746	11.195776	-0.241513	5.092874
1103.416506	8998.226281	11.200781	-0.24149	5.092846
1103.477979	8998.336415	11.205786	-0.241504	5.092876
1103.503119	8998.390223	11.210791	-0.241509	5.092891
1103.521128	8998.38	11.215795	-0.241513	5.092889
1103.472607	8998.390783	11.2208	-0.241503	5.09289
1103.674486	8998.344285	11.225805	-0.241547	5.092883
1103.423442	8998.342847	11.23081	-0.241492	5.092877
1103.616202	8998.347608	11.235815	-0.241534	5.092883
1103.696891	8998.369514	11.240819	-0.241552	5.092891
1103.622103	8998.448848	11.245824	-0.241536	5.092909
1103.726037	8998.334167	11.250829	-0.241559	5.092882
1103.623854	8998.316721	11.255834	-0.241536	5.092875
1103.681233	8998.35773	11.260839	-0.241549	5.092887
1103.725575	8998.39524	11.265843	-0.241559	5.092898
1103.524929	8998.225742	11.270848	-0.241515	5.092849
1103.841149	8998.413637	11.275853	-0.241584	5.092906
1103.846919	8998.432207	11.280858	-0.241585	5.092911
1103.747778	8998.384485	11.285863	-0.241564	5.092896
1103.815803	8998.327326	11.290867	-0.241579	5.092883
1103.768968	8998.391891	11.295872	-0.241569	5.092898
1103.684393	8998.292367	11.300877	-0.24155	5.09287
1103.893096	8998.50295	11.305882	-0.241596	5.092931
1103.845778	8998.305007	11.310887	-0.241586	5.092878
1103.971013	8998.390818	11.315891	-0.241613	5.092903
1103.875785	8998.426629	11.320896	-0.241592	5.09291
1103.974785	8998.423935	11.325901	-0.241614	5.092912
1103.995393	8998.365498	11.330906	-0.241619	5.092897
1104.049291	8998.397263	11.335911	-0.241631	5.092907
1103.919878	8998.35495	11.340915	-0.241602	5.092893
1103.988572	8998.519519	11.34592	-0.241618	5.092937
1103.991792	8998.341724	11.350925	-0.241618	5.092891
1104.038267	8998.432973	11.35593	-0.241629	5.092916
1103.892704	8998.322731	11.360935	-0.241597	5.092884
1104.062932	8998.474802	11.365939	-0.241634	5.092928
1104.360459	8998.37443	11.370944	-0.241699	5.092909
1104.110569	8998.402847	11.375949	-0.241645	5.09291
1104.175959	8998.573741	11.380954	-0.241659	5.092956
1104.28259	8998.366475	11.385959	-0.241682	5.092905
1104.160923	8998.436087	11.390963	-0.241656	5.09292
1104.318228	8998.462362	11.395968	-0.24169	5.092931
1103.971923	8998.367292	11.400973	-0.241615	5.092897
1104.198694	8998.429816	11.405978	-0.241664	5.09292
1104.282538	8998.303944	11.410983	-0.241683	5.092889
1104.119428	8998.418442	11.415987	-0.241647	5.092915
1104.262266	8998.450951	11.420992	-0.241679	5.092927
1104.26288	8998.352541	11.425997	-0.241679	5.092901
1104.204935	8998.601645	11.431002	-0.241666	5.092965
1104.266281	8998.450436	11.436007	-0.24168	5.092927
1104.371169	8998.47593	11.441011	-0.241703	5.092936
1104.527777	8998.41955	11.446016	-0.241737	5.092926
1104.270116	8998.460729	11.451021	-0.241681	5.09293
1104.380016	8998.431774	11.456026	-0.241705	5.092925
1104.413359	8998.543514	11.461031	-0.241712	5.092955
1104.549516	8998.496362	11.466035	-0.241742	5.092946
1104.438035	8998.531391	11.47104	-0.241718	5.092952
1104.621151	8998.535917	11.476045	-0.241758	5.092958
1104.574508	8998.535723	11.48105	-0.241748	5.092957
1104.557961	8998.515749	11.486055	-0.241744	5.092951
1104.616423	8998.497906	11.491059	-0.241757	5.092948
1104.537029	8998.393067	11.496064	-0.24174	5.092919
1104.516657	8998.300341	11.501069	-0.241736	5.092894
1104.521605	8998.41011	11.506074	-0.241737	5.092923
1104.463512	8998.506968	11.511079	-0.241724	5.092947
1104.707698	8998.556973	11.516083	-0.241778	5.092966
1104.56597	8998.469123	11.521088	-0.241747	5.09294
1104.495482	8998.479693	11.526093	-0.241731	5.092941
1104.824875	8998.442094	11.531098	-0.241803	5.092939
1104.742292	8998.648093	11.536103	-0.241785	5.092991
1104.911693	8998.472946	11.541107	-0.241823	5.09295
1104.663315	8998.53478	11.546112	-0.241768	5.092959
1104.665503	8998.602862	11.551117	-0.241769	5.092977
1104.707646	8998.47754	11.556122	-0.241778	5.092946
1104.689196	8998.595633	11.561127	-0.241774	5.092976
1104.886796	8998.513595	11.566131	-0.241818	5.09296
1104.78151	8998.383755	11.571136	-0.241795	5.092923
1104.798803	8998.383195	11.576141	-0.241798	5.092923
1104.785886	8998.521119	11.581146	-0.241796	5.092959
1104.80479	8998.500017	11.586151	-0.2418	5.092954
1104.795093	8998.613643	11.591155	-0.241798	5.092983
1104.663747	8998.41326	11.59616	-0.241769	5.092928
1104.975156	8998.550096	11.601165	-0.241837	5.092971
1104.788266	8998.354038	11.60617	-0.241797	5.092916
1104.97902	8998.564021	11.611175	-0.241838	5.092975
1104.884632	8998.419908	11.616179	-0.241818	5.092935
1104.82751	8998.571821	11.621184	-0.241806	5.092973
1105.000708	8998.603711	11.626189	-0.241843	5.092986
1104.976131	8998.554563	11.631194	-0.241838	5.092973
1105.061644	8998.566401	11.636199	-0.241857	5.092978
1105.13876	8998.597059	11.641203	-0.241874	5.092988
1105.04594	8998.645817	11.646208	-0.241854	5.092998
1105.012788	8998.602317	11.651213	-0.241847	5.092986
1104.996958	8998.571481	11.656218	-0.241843	5.092978
1105.213381	8998.579891	11.661223	-0.241891	5.092986
1105.087089	8998.561241	11.666227	-0.241863	5.092977
1104.870613	8998.509599	11.671232	-0.241816	5.092958
1104.9597	8998.509091	11.676237	-0.241835	5.092961
1105.258341	8998.640008	11.681242	-0.241901	5.093002
1105.193418	8998.509746	11.686247	-0.241887	5.092967
1105.031025	8998.610985	11.691251	-0.241851	5.092989
1105.013697	8998.479587	11.696256	-0.241847	5.092954
1105.11242	8998.524881	11.701261	-0.241869	5.092969
1105.261163	8998.494461	11.706266	-0.241902	5.092965
1105.146793	8998.692835	11.711271	-0.241877	5.093013
1105.100804	8998.543904	11.716275	-0.241867	5.092973
1105.196295	8998.66985	11.72128	-0.241888	5.093009
1105.32173	8998.65254	11.726285	-0.241915	5.093007
1105.326267	8998.586107	11.73129	-0.241916	5.09299
1105.467252	8998.504905	11.736295	-0.241947	5.092973
1105.148437	8998.481424	11.741299	-0.241878	5.092958
1105.263389	8998.637806	11.746304	-0.241903	5.093002
1105.431638	8998.857231	11.751309	-0.24194	5.093064
1105.304245	8998.53655	11.756314	-0.241912	5.092977
1105.164177	8998.636767	11.761319	-0.241881	5.092999
1105.580441	8998.673261	11.766323	-0.241973	5.09302
1105.314851	8998.6265	11.771328	-0.241915	5.093001
1105.540301	8998.595646	11.776333	-0.241964	5.092998
1105.558567	8998.635754	11.781338	-0.241968	5.093009
1105.49476	8998.730785	11.786343	-0.241954	5.093032
1105.603664	8998.765477	11.791347	-0.241978	5.093044
1105.668943	8998.595886	11.796352	-0.241992	5.093002
1105.493788	8998.661226	11.801357	-0.241954	5.093014
1105.402758	8998.691822	11.806362	-0.241934	5.09302
1105.706542	8998.55846	11.811367	-0.242001	5.092993
1105.710603	8998.635951	11.816371	-0.242002	5.093013
1105.714735	8998.806955	11.821376	-0.242003	5.093058
1105.601313	8998.725875	11.826381	-0.241978	5.093034
1105.505752	8998.639422	11.831386	-0.241957	5.093009
1105.611261	8998.68764	11.836391	-0.24198	5.093024
1105.556587	8998.655871	11.841395	-0.241969	5.093015
1105.540927	8998.665782	11.8464	-0.241965	5.093017
1105.513123	8998.673305	11.851405	-0.241959	5.093018
1105.688565	8998.651022	11.85641	-0.241998	5.093017
1105.590942	8998.606739	11.861415	-0.241976	5.093003
1105.692601	8998.7021	11.866419	-0.241999	5.09303
1105.59741	8998.552065	11.871424	-0.241978	5.092989
1105.711662	8998.636581	11.876429	-0.242003	5.093014
1105.634256	8997.972828	11.881434	-0.241986	5.092839
1105.594804	8993.77132	11.886439	-0.241977	5.091744
1105.284371	8987.186704	11.891443	-0.241909	5.09002
1104.927396	8979.37057	11.896448	-0.241831	5.087974
1104.745934	8970.896037	11.901453	-0.241791	5.08576
1104.309836	8962.225892	11.906458	-0.241696	5.083487
1104.168128	8953.22758	11.911463	-0.241664	5.081135
1103.922009	8944.336113	11.916467	-0.24161	5.078808
1103.459449	8935.377553	11.921472	-0.241509	5.076455
1103.199211	8926.540226	11.926477	-0.241452	5.074139
1102.747865	8917.32776	11.931482	-0.241353	5.071719
1102.506028	8908.45895	11.936487	-0.2413	5.069393
1102.061723	8899.3097	11.941491	-0.241202	5.066986
1101.901045	8890.501966	11.946496	-0.241167	5.064676
1101.724828	8881.257843	11.951501	-0.241128	5.06225
1101.176875	8872.420994	11.956506	-0.241008	5.059919
1100.647998	8863.312737	11.961511	-0.240892	5.057517
1100.400899	8854.411963	11.966515	-0.240838	5.055176
1100.066508	8845.31756	11.97152	-0.240764	5.05278
1099.708245	8836.364466	11.976525	-0.240686	5.050419
1099.432151	8827.337083	11.98153	-0.240625	5.04804
1099.234522	8818.438919	11.986535	-0.240582	5.045696
1098.859058	8809.322655	11.991539	-0.240499	5.043289
1098.399631	8800.32418	11.996544	-0.240399	5.040909
1098.048172	8791.289192	12.001549	-0.240321	5.038521
1097.713309	8782.318567	12.006554	-0.240248	5.03615
1097.289786	8773.288274	12.011559	-0.240155	5.033759
1096.824284	8764.303666	12.016563	-0.240053	5.031378
1096.535056	8755.313115	12.021568	-0.23999	5.028999
1096.2853	8746.302659	12.026573	-0.239935	5.026615
1096.09851	8737.237862	12.031578	-0.239894	5.024217
1095.733995	8728.294617	12.036583	-0.239814	5.021844
1095.325754	8719.204556	12.041587	-0.239724	5.019431
1095.08912	8710.219888	12.046592	-0.239672	5.017049
1094.656912	8701.304368	12.051597	-0.239577	5.014679
1094.176952	8692.279321	12.056602	-0.239472	5.012277
1093.914083	8683.208233	12.061607	-0.239414	5.009868
1093.594396	8674.255059	12.066611	-0.239344	5.007488
1093.124074	8665.263817	12.071616	-0.239241	5.005092
1092.862181	8656.221441	12.076621	-0.239184	5.002687
1092.636794	8647.254876	12.081626	-0.239134	5.000302
1092.077889	8638.264572	12.086631	-0.239012	4.9979
1091.768318	8629.192735	12.091635	-0.238944	4.995482
1091.49784	8620.209281	12.09664	-0.238884	4.993088
1091.404	8611.184955	12.101645	-0.238863	4.990687
1090.995655	8602.166938	12.10665	-0.238774	4.988277
